subject,trial,movement,data_leg,variable,net,positive,negative
FAILT08,FAILT08_SDP01,sdp,pivot,ankle_angle_moment,-55.50970389,0.857705731,-56.36740962
FAILT08,FAILT08_SDP01,sdp,pivot,elbow_flex_moment,4.009780844,4.009780844,0
FAILT08,FAILT08_SDP01,sdp,pivot,subtalar_angle_moment,15.80132855,16.02641942,-0.225090868
FAILT08,FAILT08_SDP01,sdp,pivot,pro_sup_moment,-0.025438898,0.002889357,-0.028328255
FAILT08,FAILT08_SDP01,sdp,pivot,mtp_angle_moment,-0.080083389,0.000123879,-0.080207268
FAILT08,FAILT08_SDP01,sdp,pivot,wrist_flex_moment,0.283147753,0.283147753,0
FAILT08,FAILT08_SDP01,sdp,pivot,wrist_dev_moment,-0.346569928,0,-0.346569928
FAILT08,FAILT08_SDP01,sdp,nonpivot,hip_flexion_moment,-5.877766805,21.23889282,-27.11665963
FAILT08,FAILT08_SDP01,sdp,nonpivot,hip_adduction_moment,-61.13958537,7.715736013,-68.85532138
FAILT08,FAILT08_SDP01,sdp,nonpivot,hip_rotation_moment,0.648883137,6.109594221,-5.460711084
FAILT08,FAILT08_SDP01,sdp,nonpivot,lumbar_extension_moment,35.56852555,36.98073309,-1.41220754
FAILT08,FAILT08_SDP01,sdp,nonpivot,lumbar_bending_moment,13.49861724,15.77277656,-2.27415932
FAILT08,FAILT08_SDP01,sdp,nonpivot,lumbar_rotation_moment,1.315528171,7.341397643,-6.025869472
FAILT08,FAILT08_SDP01,sdp,nonpivot,knee_angle_moment,-3.750317512,22.68357237,-26.43388988
FAILT08,FAILT08_SDP01,sdp,nonpivot,arm_flex_moment,6.263076905,6.263076905,0
FAILT08,FAILT08_SDP01,sdp,nonpivot,arm_add_moment,7.902838591,7.902838591,0
FAILT08,FAILT08_SDP01,sdp,nonpivot,arm_rot_moment,-2.544825144,0.001026448,-2.545851592
FAILT08,FAILT08_SDP01,sdp,nonpivot,ankle_angle_moment,-61.24371163,0.608357397,-61.85206902
FAILT08,FAILT08_SDP01,sdp,nonpivot,elbow_flex_moment,3.134713209,3.134713209,0
FAILT08,FAILT08_SDP01,sdp,nonpivot,subtalar_angle_moment,16.1726183,16.24018124,-0.067562947
FAILT08,FAILT08_SDP01,sdp,nonpivot,pro_sup_moment,-0.102476575,0.000258206,-0.102734781
FAILT08,FAILT08_SDP01,sdp,nonpivot,mtp_angle_moment,-0.079453531,0,-0.079453531
FAILT08,FAILT08_SDP01,sdp,nonpivot,wrist_flex_moment,0.012638536,0.049517657,-0.03687912
FAILT08,FAILT08_SDP01,sdp,nonpivot,wrist_dev_moment,-0.43076536,0,-0.43076536
FAILT08,FAILT08_SDP02,sdp,pivot,hip_flexion_moment,-2.900047568,15.71982464,-18.61987221
FAILT08,FAILT08_SDP02,sdp,pivot,hip_adduction_moment,-43.75318285,2.987314451,-46.7404973
FAILT08,FAILT08_SDP02,sdp,pivot,hip_rotation_moment,-5.721726767,1.718742081,-7.440468848
FAILT08,FAILT08_SDP02,sdp,pivot,lumbar_extension_moment,34.40628954,35.47942853,-1.073138992
FAILT08,FAILT08_SDP02,sdp,pivot,lumbar_bending_moment,14.17526662,18.03778662,-3.862519998
FAILT08,FAILT08_SDP02,sdp,pivot,lumbar_rotation_moment,0.632762378,5.826033184,-5.193270806
FAILT08,FAILT08_SDP02,sdp,pivot,knee_angle_moment,23.2660528,26.89171187,-3.62565907
FAILT08,FAILT08_SDP02,sdp,pivot,arm_flex_moment,4.427811166,4.428429449,-0.000618284
FAILT08,FAILT08_SDP02,sdp,pivot,arm_add_moment,7.621243891,7.621243891,0
FAILT08,FAILT08_SDP02,sdp,pivot,arm_rot_moment,-1.476710259,0,-1.476710259
FAILT08,FAILT08_SDP02,sdp,pivot,ankle_angle_moment,-54.34114012,0.824100759,-55.16524088
FAILT08,FAILT08_SDP02,sdp,pivot,elbow_flex_moment,3.909358634,3.909358634,0
FAILT08,FAILT08_SDP02,sdp,pivot,subtalar_angle_moment,14.42951424,14.63494293,-0.20542869
FAILT08,FAILT08_SDP02,sdp,pivot,pro_sup_moment,-0.023290484,0.002786227,-0.026076711
FAILT08,FAILT08_SDP02,sdp,pivot,mtp_angle_moment,-0.076058048,5.42E-05,-0.076112226
FAILT08,FAILT08_SDP02,sdp,pivot,wrist_flex_moment,0.276231578,0.276231578,0
FAILT08,FAILT08_SDP02,sdp,pivot,wrist_dev_moment,-0.333757779,0,-0.333757779
FAILT08,FAILT08_SDP02,sdp,nonpivot,hip_flexion_moment,-10.98973957,16.62891463,-27.6186542
FAILT08,FAILT08_SDP02,sdp,nonpivot,hip_adduction_moment,-55.47452251,7.618963633,-63.09348615
FAILT08,FAILT08_SDP02,sdp,nonpivot,hip_rotation_moment,0.7152011,5.924401546,-5.209200446
FAILT08,FAILT08_SDP02,sdp,nonpivot,lumbar_extension_moment,34.40628954,35.47942853,-1.073138992
FAILT08,FAILT08_SDP02,sdp,nonpivot,lumbar_bending_moment,14.17526662,18.03778662,-3.862519998
FAILT08,FAILT08_SDP02,sdp,nonpivot,lumbar_rotation_moment,0.632762378,5.826033184,-5.193270806
FAILT08,FAILT08_SDP02,sdp,nonpivot,knee_angle_moment,-2.710891747,23.88939709,-26.60028883
FAILT08,FAILT08_SDP02,sdp,nonpivot,arm_flex_moment,5.900451477,5.900451477,0
FAILT08,FAILT08_SDP02,sdp,nonpivot,arm_add_moment,7.499111421,7.499111421,0
FAILT08,FAILT08_SDP02,sdp,nonpivot,arm_rot_moment,-2.231859298,0.002150605,-2.234009903
FAILT08,FAILT08_SDP02,sdp,nonpivot,ankle_angle_moment,-66.91621517,0.428937398,-67.34515257
FAILT08,FAILT08_SDP02,sdp,nonpivot,elbow_flex_moment,3.005121767,3.005121767,0
FAILT08,FAILT08_SDP02,sdp,nonpivot,subtalar_angle_moment,18.52537601,18.83661512,-0.311239109
FAILT08,FAILT08_SDP02,sdp,nonpivot,pro_sup_moment,-0.092376304,0.000163938,-0.092540242
FAILT08,FAILT08_SDP02,sdp,nonpivot,mtp_angle_moment,-0.075223837,0,-0.075223837
FAILT08,FAILT08_SDP02,sdp,nonpivot,wrist_flex_moment,0.024743471,0.048791969,-0.024048497
FAILT08,FAILT08_SDP02,sdp,nonpivot,wrist_dev_moment,-0.399093145,0,-0.399093145
FAILT08,FAILT08_SDP03,sdp,pivot,hip_flexion_moment,-10.32990745,13.96580957,-24.29571702
FAILT08,FAILT08_SDP03,sdp,pivot,hip_adduction_moment,-52.30923583,3.15848146,-55.46771729
FAILT08,FAILT08_SDP03,sdp,pivot,hip_rotation_moment,-5.947345569,1.541964013,-7.489309582
FAILT08,FAILT08_SDP03,sdp,pivot,lumbar_extension_moment,42.60264775,43.48601667,-0.883368914
FAILT08,FAILT08_SDP03,sdp,pivot,lumbar_bending_moment,14.28034977,18.39234162,-4.111991851
FAILT08,FAILT08_SDP03,sdp,pivot,lumbar_rotation_moment,0.678145853,7.895326157,-7.217180304
FAILT08,FAILT08_SDP03,sdp,pivot,knee_angle_moment,26.01902793,29.98337572,-3.964347787
FAILT08,FAILT08_SDP03,sdp,pivot,arm_flex_moment,4.459844718,4.501242609,-0.04139789
FAILT08,FAILT08_SDP03,sdp,pivot,arm_add_moment,8.480601375,8.480601375,0
FAILT08,FAILT08_SDP03,sdp,pivot,arm_rot_moment,-1.464871767,0,-1.464871767
FAILT08,FAILT08_SDP03,sdp,pivot,ankle_angle_moment,-57.24337137,0.893557552,-58.13692893
FAILT08,FAILT08_SDP03,sdp,pivot,elbow_flex_moment,4.220877546,4.220877546,0
FAILT08,FAILT08_SDP03,sdp,pivot,subtalar_angle_moment,16.8078464,16.97066901,-0.162822614
FAILT08,FAILT08_SDP03,sdp,pivot,pro_sup_moment,-0.024861045,0.003636649,-0.028497695
FAILT08,FAILT08_SDP03,sdp,pivot,mtp_angle_moment,-0.08224334,0.000211309,-0.082454649
FAILT08,FAILT08_SDP03,sdp,pivot,wrist_flex_moment,0.295396576,0.295396576,0
FAILT08,FAILT08_SDP03,sdp,pivot,wrist_dev_moment,-0.357645985,0,-0.357645985
FAILT08,FAILT08_SDP03,sdp,nonpivot,hip_flexion_moment,-11.9057758,20.34248407,-32.24825987
FAILT08,FAILT08_SDP03,sdp,nonpivot,hip_adduction_moment,-70.65621095,7.525098958,-78.18130991
FAILT08,FAILT08_SDP03,sdp,nonpivot,hip_rotation_moment,4.109319647,8.774405033,-4.665085387
FAILT08,FAILT08_SDP03,sdp,nonpivot,lumbar_extension_moment,42.60264775,43.48601667,-0.883368914
FAILT08,FAILT08_SDP03,sdp,nonpivot,lumbar_bending_moment,14.28034977,18.39234162,-4.111991851
FAILT08,FAILT08_SDP03,sdp,nonpivot,lumbar_rotation_moment,0.678145853,7.895326157,-7.217180304
FAILT08,FAILT08_SDP03,sdp,nonpivot,knee_angle_moment,-4.453043242,23.08266621,-27.53570945
FAILT08,FAILT08_SDP03,sdp,nonpivot,arm_flex_moment,5.862992722,5.862992722,0
FAILT08,FAILT08_SDP03,sdp,nonpivot,arm_add_moment,8.083081811,8.083081811,0
FAILT08,FAILT08_SDP03,sdp,nonpivot,arm_rot_moment,-1.951574309,0.004247108,-1.955821417
FAILT08,FAILT08_SDP03,sdp,nonpivot,ankle_angle_moment,-81.15322695,0.307792207,-81.46101915
FAILT08,FAILT08_SDP03,sdp,nonpivot,elbow_flex_moment,3.543002778,3.543002778,0
FAILT08,FAILT08_SDP03,sdp,nonpivot,subtalar_angle_moment,16.66301647,17.0373179,-0.374301426
FAILT08,FAILT08_SDP03,sdp,nonpivot,pro_sup_moment,-0.08414789,0.000178647,-0.084326537
FAILT08,FAILT08_SDP03,sdp,nonpivot,mtp_angle_moment,-0.078130298,0,-0.078130298
FAILT08,FAILT08_SDP03,sdp,nonpivot,wrist_flex_moment,0.086868897,0.090331882,-0.003462985
FAILT08,FAILT08_SDP03,sdp,nonpivot,wrist_dev_moment,-0.420393319,0,-0.420393319
FAILT08,FAILT08_SDP04,sdp,pivot,hip_flexion_moment,-12.07708572,15.72104185,-27.79812757
FAILT08,FAILT08_SDP04,sdp,pivot,hip_adduction_moment,-51.26300009,2.928452806,-54.1914529
FAILT08,FAILT08_SDP04,sdp,pivot,hip_rotation_moment,-6.188300762,2.006599674,-8.194900435
FAILT08,FAILT08_SDP04,sdp,pivot,lumbar_extension_moment,44.16353488,45.44424654,-1.280711657
FAILT08,FAILT08_SDP04,sdp,pivot,lumbar_bending_moment,13.6519531,18.73381757,-5.081864478
FAILT08,FAILT08_SDP04,sdp,pivot,lumbar_rotation_moment,0.760899189,7.34775893,-6.58685974
FAILT08,FAILT08_SDP04,sdp,pivot,knee_angle_moment,28.69024498,32.56757935,-3.877334366
FAILT08,FAILT08_SDP04,sdp,pivot,arm_flex_moment,4.575958406,4.592957258,-0.016998851
FAILT08,FAILT08_SDP04,sdp,pivot,arm_add_moment,8.561404745,8.561404745,0
FAILT08,FAILT08_SDP04,sdp,pivot,arm_rot_moment,-1.461035198,0,-1.461035198
FAILT08,FAILT08_SDP04,sdp,pivot,ankle_angle_moment,-57.99324619,0.920873372,-58.91411957
FAILT08,FAILT08_SDP04,sdp,pivot,elbow_flex_moment,4.332417606,4.332417606,0
FAILT08,FAILT08_SDP04,sdp,pivot,subtalar_angle_moment,17.64668876,17.8275034,-0.180814644
FAILT08,FAILT08_SDP04,sdp,pivot,pro_sup_moment,-0.021962545,0.002917648,-0.024880193
FAILT08,FAILT08_SDP04,sdp,pivot,mtp_angle_moment,-0.084510121,8.35E-05,-0.08459361
FAILT08,FAILT08_SDP04,sdp,pivot,wrist_flex_moment,0.310153036,0.310153036,0
FAILT08,FAILT08_SDP04,sdp,pivot,wrist_dev_moment,-0.358752005,0,-0.358752005
FAILT08,FAILT08_SDP04,sdp,nonpivot,hip_flexion_moment,-2.426750018,26.13164634,-28.55839636
FAILT08,FAILT08_SDP04,sdp,nonpivot,hip_adduction_moment,-73.37134442,7.156482573,-80.52782699
FAILT08,FAILT08_SDP04,sdp,nonpivot,hip_rotation_moment,5.781316984,10.65429105,-4.872974066
FAILT08,FAILT08_SDP04,sdp,nonpivot,lumbar_extension_moment,44.16353488,45.44424654,-1.280711657
FAILT08,FAILT08_SDP04,sdp,nonpivot,lumbar_bending_moment,13.6519531,18.73381757,-5.081864478
FAILT08,FAILT08_SDP04,sdp,nonpivot,lumbar_rotation_moment,0.760899189,7.34775893,-6.58685974
FAILT08,FAILT08_SDP04,sdp,nonpivot,knee_angle_moment,-7.601962144,27.53764003,-35.13960217
FAILT08,FAILT08_SDP04,sdp,nonpivot,arm_flex_moment,6.097628818,6.097628818,0
FAILT08,FAILT08_SDP04,sdp,nonpivot,arm_add_moment,8.12039677,8.12039677,0
FAILT08,FAILT08_SDP04,sdp,nonpivot,arm_rot_moment,-2.185576509,0.004270987,-2.189847496
FAILT08,FAILT08_SDP04,sdp,nonpivot,ankle_angle_moment,-80.13001061,0.356859346,-80.48686996
FAILT08,FAILT08_SDP04,sdp,nonpivot,elbow_flex_moment,3.550472304,3.550472304,0
FAILT08,FAILT08_SDP04,sdp,nonpivot,subtalar_angle_moment,17.58352169,18.32837361,-0.74485192
FAILT08,FAILT08_SDP04,sdp,nonpivot,pro_sup_moment,-0.092114719,0.000308413,-0.092423132
FAILT08,FAILT08_SDP04,sdp,nonpivot,mtp_angle_moment,-0.079924619,0,-0.079924619
FAILT08,FAILT08_SDP04,sdp,nonpivot,wrist_flex_moment,0.070346969,0.082120329,-0.011773359
FAILT08,FAILT08_SDP04,sdp,nonpivot,wrist_dev_moment,-0.437715783,0,-0.437715783
FAILT08,FAILT08_SDP05,sdp,pivot,hip_flexion_moment,-9.714558798,13.80230857,-23.51686737
FAILT08,FAILT08_SDP05,sdp,pivot,hip_adduction_moment,-50.6263235,2.39941641,-53.02573991
FAILT08,FAILT08_SDP05,sdp,pivot,hip_rotation_moment,-5.92102313,1.373262494,-7.294285624
FAILT08,FAILT08_SDP05,sdp,pivot,lumbar_extension_moment,41.21156712,42.3938946,-1.182327485
FAILT08,FAILT08_SDP05,sdp,pivot,lumbar_bending_moment,15.25666537,20.83248316,-5.575817782
FAILT08,FAILT08_SDP05,sdp,pivot,lumbar_rotation_moment,0.623000331,6.871750563,-6.248750232
FAILT08,FAILT08_SDP05,sdp,pivot,knee_angle_moment,29.7223167,32.65510368,-2.932786986
FAILT08,FAILT08_SDP05,sdp,pivot,arm_flex_moment,4.408588926,4.422860482,-0.014271556
FAILT08,FAILT08_SDP05,sdp,pivot,arm_add_moment,8.179411165,8.179411165,0
FAILT08,FAILT08_SDP05,sdp,pivot,arm_rot_moment,-1.404192855,0,-1.404192855
FAILT08,FAILT08_SDP05,sdp,pivot,ankle_angle_moment,-59.61721177,0.872692544,-60.48990431
FAILT08,FAILT08_SDP05,sdp,pivot,elbow_flex_moment,4.174998534,4.174998534,0
FAILT08,FAILT08_SDP05,sdp,pivot,subtalar_angle_moment,17.28054283,17.5248946,-0.244351768
FAILT08,FAILT08_SDP05,sdp,pivot,pro_sup_moment,-0.022185425,0.003640125,-0.02582555
FAILT08,FAILT08_SDP05,sdp,pivot,mtp_angle_moment,-0.081488131,8.90E-05,-0.081577115
FAILT08,FAILT08_SDP05,sdp,pivot,wrist_flex_moment,0.296061211,0.296061211,0
FAILT08,FAILT08_SDP05,sdp,pivot,wrist_dev_moment,-0.347495965,0,-0.347495965
FAILT08,FAILT08_SDP05,sdp,nonpivot,hip_flexion_moment,-13.36948294,18.35397771,-31.72346065
FAILT08,FAILT08_SDP05,sdp,nonpivot,hip_adduction_moment,-59.75739235,7.108736541,-66.86612889
FAILT08,FAILT08_SDP05,sdp,nonpivot,hip_rotation_moment,3.731579021,8.502457447,-4.770878426
FAILT08,FAILT08_SDP05,sdp,nonpivot,lumbar_extension_moment,41.21156712,42.3938946,-1.182327485
FAILT08,FAILT08_SDP05,sdp,nonpivot,lumbar_bending_moment,15.25666537,20.83248316,-5.575817782
FAILT08,FAILT08_SDP05,sdp,nonpivot,lumbar_rotation_moment,0.623000331,6.871750563,-6.248750232
FAILT08,FAILT08_SDP05,sdp,nonpivot,knee_angle_moment,-6.203575004,23.56422426,-29.76779927
FAILT08,FAILT08_SDP05,sdp,nonpivot,arm_flex_moment,5.91868318,5.91868318,0
FAILT08,FAILT08_SDP05,sdp,nonpivot,arm_add_moment,7.786247339,7.786247339,0
FAILT08,FAILT08_SDP05,sdp,nonpivot,arm_rot_moment,-2.063205232,0.018527701,-2.081732933
FAILT08,FAILT08_SDP05,sdp,nonpivot,ankle_angle_moment,-72.30544807,0.45702359,-72.76247166
FAILT08,FAILT08_SDP05,sdp,nonpivot,elbow_flex_moment,3.363762522,3.363762522,0
FAILT08,FAILT08_SDP05,sdp,nonpivot,subtalar_angle_moment,17.87195857,18.12182498,-0.249866408
FAILT08,FAILT08_SDP05,sdp,nonpivot,pro_sup_moment,-0.088260961,0.000950443,-0.089211404
FAILT08,FAILT08_SDP05,sdp,nonpivot,mtp_angle_moment,-0.07818884,0,-0.07818884
FAILT08,FAILT08_SDP05,sdp,nonpivot,wrist_flex_moment,0.062670242,0.07512444,-0.012454198
FAILT08,FAILT08_SDP05,sdp,nonpivot,wrist_dev_moment,-0.414762016,0,-0.414762016
FAILT08,FAILT08_SDP06,sdp,nonpivot,hip_flexion_moment,-4.064782317,21.76496872,-25.82975104
FAILT08,FAILT08_SDP06,sdp,nonpivot,hip_adduction_moment,-53.37914048,6.607791868,-59.98693235
FAILT08,FAILT08_SDP06,sdp,nonpivot,hip_rotation_moment,-1.341982858,4.284013033,-5.62599589
FAILT08,FAILT08_SDP06,sdp,nonpivot,lumbar_extension_moment,47.25653364,47.88314732,-0.626613675
FAILT08,FAILT08_SDP06,sdp,nonpivot,lumbar_bending_moment,4.840507187,10.57620868,-5.735701495
FAILT08,FAILT08_SDP06,sdp,nonpivot,lumbar_rotation_moment,0.711492845,8.182199557,-7.470706712
FAILT08,FAILT08_SDP06,sdp,nonpivot,knee_angle_moment,-10.89304504,18.29104257,-29.18408762
FAILT08,FAILT08_SDP06,sdp,nonpivot,arm_flex_moment,3.881799003,3.882711059,-0.000912056
FAILT08,FAILT08_SDP06,sdp,nonpivot,arm_add_moment,8.411438596,8.411438596,0
FAILT08,FAILT08_SDP06,sdp,nonpivot,arm_rot_moment,-1.012178478,0.069106932,-1.08128541
FAILT08,FAILT08_SDP06,sdp,nonpivot,ankle_angle_moment,-63.18147655,1.01401894,-64.19549549
FAILT08,FAILT08_SDP06,sdp,nonpivot,elbow_flex_moment,3.757544927,3.757544927,0
FAILT08,FAILT08_SDP06,sdp,nonpivot,subtalar_angle_moment,21.45253805,21.51004549,-0.057507437
FAILT08,FAILT08_SDP06,sdp,nonpivot,pro_sup_moment,-0.01334806,0.006033745,-0.019381805
FAILT08,FAILT08_SDP06,sdp,nonpivot,mtp_angle_moment,-0.080385146,0,-0.080385146
FAILT08,FAILT08_SDP06,sdp,nonpivot,wrist_flex_moment,0.26989754,0.26989754,0
FAILT08,FAILT08_SDP06,sdp,nonpivot,wrist_dev_moment,-0.295887997,0.000283043,-0.29617104
FAILT08,FAILT08_SDP06,sdp,pivot,hip_flexion_moment,-3.856028787,20.54864996,-24.40467875
FAILT08,FAILT08_SDP06,sdp,pivot,hip_adduction_moment,-55.49653874,2.722627424,-58.21916616
FAILT08,FAILT08_SDP06,sdp,pivot,hip_rotation_moment,-2.514123802,4.31393748,-6.828061282
FAILT08,FAILT08_SDP06,sdp,pivot,lumbar_extension_moment,47.25653364,47.88314732,-0.626613675
FAILT08,FAILT08_SDP06,sdp,pivot,lumbar_bending_moment,4.840507187,10.57620868,-5.735701495
FAILT08,FAILT08_SDP06,sdp,pivot,lumbar_rotation_moment,0.711492845,8.182199557,-7.470706712
FAILT08,FAILT08_SDP06,sdp,pivot,knee_angle_moment,14.56581955,22.11206361,-7.546244064
FAILT08,FAILT08_SDP06,sdp,pivot,arm_flex_moment,5.658343995,5.658343995,0
FAILT08,FAILT08_SDP06,sdp,pivot,arm_add_moment,7.418400621,7.418400621,0
FAILT08,FAILT08_SDP06,sdp,pivot,arm_rot_moment,-2.21168285,0,-2.21168285
FAILT08,FAILT08_SDP06,sdp,pivot,ankle_angle_moment,-40.37818211,0.937618343,-41.31580046
FAILT08,FAILT08_SDP06,sdp,pivot,elbow_flex_moment,3.858605475,3.858605475,0
FAILT08,FAILT08_SDP06,sdp,pivot,subtalar_angle_moment,9.830404695,10.1430825,-0.31267781
FAILT08,FAILT08_SDP06,sdp,pivot,pro_sup_moment,-0.095158139,0,-0.095158139
FAILT08,FAILT08_SDP06,sdp,pivot,mtp_angle_moment,-0.081948047,0,-0.081948047
FAILT08,FAILT08_SDP06,sdp,pivot,wrist_flex_moment,0.08898678,0.095147928,-0.006161148
FAILT08,FAILT08_SDP06,sdp,pivot,wrist_dev_moment,-0.462226247,0,-0.462226247
FAILT08,FAILT08_SDP07,sdp,nonpivot,hip_flexion_moment,-0.935359062,28.17839591,-29.11375497
FAILT08,FAILT08_SDP07,sdp,nonpivot,hip_adduction_moment,-63.70582737,7.184824941,-70.89065231
FAILT08,FAILT08_SDP07,sdp,nonpivot,hip_rotation_moment,0.820498847,6.426086526,-5.605587679
FAILT08,FAILT08_SDP07,sdp,nonpivot,lumbar_extension_moment,41.62906239,42.30595242,-0.676890032
FAILT08,FAILT08_SDP07,sdp,nonpivot,lumbar_bending_moment,9.760115306,15.37246556,-5.612350259
FAILT08,FAILT08_SDP07,sdp,nonpivot,lumbar_rotation_moment,0.65241931,7.0482464,-6.39582709
FAILT08,FAILT08_SDP07,sdp,nonpivot,knee_angle_moment,-15.72880157,25.04028978,-40.76909135
FAILT08,FAILT08_SDP07,sdp,nonpivot,arm_flex_moment,4.900223682,4.900223682,0
FAILT08,FAILT08_SDP07,sdp,nonpivot,arm_add_moment,9.356730188,9.356730188,0
FAILT08,FAILT08_SDP07,sdp,nonpivot,arm_rot_moment,-1.426927744,0.084934909,-1.511862653
FAILT08,FAILT08_SDP07,sdp,nonpivot,ankle_angle_moment,-77.38266394,1.245898289,-78.62856223
FAILT08,FAILT08_SDP07,sdp,nonpivot,elbow_flex_moment,4.175210447,4.175210447,0
FAILT08,FAILT08_SDP07,sdp,nonpivot,subtalar_angle_moment,24.81061895,24.92406967,-0.113450721
FAILT08,FAILT08_SDP07,sdp,nonpivot,pro_sup_moment,-0.020002298,0.006518142,-0.026520439
FAILT08,FAILT08_SDP07,sdp,nonpivot,mtp_angle_moment,-0.087455666,0,-0.087455666
FAILT08,FAILT08_SDP07,sdp,nonpivot,wrist_flex_moment,0.296762918,0.296762918,0
FAILT08,FAILT08_SDP07,sdp,nonpivot,wrist_dev_moment,-0.344944742,0.001578451,-0.346523192
FAILT08,FAILT08_SDP07,sdp,pivot,hip_flexion_moment,2.02398809,19.43462484,-17.41063675
FAILT08,FAILT08_SDP07,sdp,pivot,hip_adduction_moment,-53.93994597,2.986544924,-56.9264909
FAILT08,FAILT08_SDP07,sdp,pivot,hip_rotation_moment,-4.497025103,3.439792394,-7.936817497
FAILT08,FAILT08_SDP07,sdp,pivot,lumbar_extension_moment,41.62906239,42.30595242,-0.676890032
FAILT08,FAILT08_SDP07,sdp,pivot,lumbar_bending_moment,9.760115306,15.37246556,-5.612350259
FAILT08,FAILT08_SDP07,sdp,pivot,lumbar_rotation_moment,0.65241931,7.0482464,-6.39582709
FAILT08,FAILT08_SDP07,sdp,pivot,knee_angle_moment,21.15578082,27.34886056,-6.193079737
FAILT08,FAILT08_SDP07,sdp,pivot,arm_flex_moment,6.548495481,6.548495481,0
FAILT08,FAILT08_SDP07,sdp,pivot,arm_add_moment,7.624125781,7.624125781,0
FAILT08,FAILT08_SDP07,sdp,pivot,arm_rot_moment,-2.429299451,0,-2.429299451
FAILT08,FAILT08_SDP07,sdp,pivot,ankle_angle_moment,-48.39771991,1.045336254,-49.44305616
FAILT08,FAILT08_SDP07,sdp,pivot,elbow_flex_moment,4.206985402,4.206985402,0
FAILT08,FAILT08_SDP07,sdp,pivot,subtalar_angle_moment,11.30576929,11.54983034,-0.244061043
FAILT08,FAILT08_SDP07,sdp,pivot,pro_sup_moment,-0.103018662,0,-0.103018662
FAILT08,FAILT08_SDP07,sdp,pivot,mtp_angle_moment,-0.087865955,0,-0.087865955
FAILT08,FAILT08_SDP07,sdp,pivot,wrist_flex_moment,0.102906937,0.108785107,-0.005878169
FAILT08,FAILT08_SDP07,sdp,pivot,wrist_dev_moment,-0.506147156,0,-0.506147156
FAILT08,FAILT08_SDP08,sdp,nonpivot,hip_flexion_moment,-0.456941097,23.07987554,-23.53681664
FAILT08,FAILT08_SDP08,sdp,nonpivot,hip_adduction_moment,-61.18307987,6.093182343,-67.27626222
FAILT08,FAILT08_SDP08,sdp,nonpivot,hip_rotation_moment,2.354971352,7.421693288,-5.066721936
FAILT08,FAILT08_SDP08,sdp,nonpivot,lumbar_extension_moment,40.20156563,40.55528389,-0.35371826
FAILT08,FAILT08_SDP08,sdp,nonpivot,lumbar_bending_moment,6.400184967,12.63851752,-6.238332551
FAILT08,FAILT08_SDP08,sdp,nonpivot,lumbar_rotation_moment,0.633975608,7.534933108,-6.9009575
FAILT08,FAILT08_SDP08,sdp,nonpivot,knee_angle_moment,-13.5294273,17.85725551,-31.38668281
FAILT08,FAILT08_SDP08,sdp,nonpivot,arm_flex_moment,4.93137049,4.93137049,0
FAILT08,FAILT08_SDP08,sdp,nonpivot,arm_add_moment,9.110089223,9.110089223,0
FAILT08,FAILT08_SDP08,sdp,nonpivot,arm_rot_moment,-1.46799716,0.044005771,-1.512002931
FAILT08,FAILT08_SDP08,sdp,nonpivot,ankle_angle_moment,-70.42743797,1.39665602,-71.82409399
FAILT08,FAILT08_SDP08,sdp,nonpivot,elbow_flex_moment,4.214353664,4.214353664,0
FAILT08,FAILT08_SDP08,sdp,nonpivot,subtalar_angle_moment,22.813887,22.96296858,-0.149081583
FAILT08,FAILT08_SDP08,sdp,nonpivot,pro_sup_moment,-0.02116984,0.005157937,-0.026327777
FAILT08,FAILT08_SDP08,sdp,nonpivot,mtp_angle_moment,-0.083760953,0,-0.083760953
FAILT08,FAILT08_SDP08,sdp,nonpivot,wrist_flex_moment,0.299611662,0.299611662,0
FAILT08,FAILT08_SDP08,sdp,nonpivot,wrist_dev_moment,-0.351156638,0,-0.351156638
FAILT08,FAILT08_SDP08,sdp,pivot,hip_flexion_moment,-6.639102817,17.51371529,-24.15281811
FAILT08,FAILT08_SDP08,sdp,pivot,hip_adduction_moment,-58.65987836,3.369503409,-62.02938177
FAILT08,FAILT08_SDP08,sdp,pivot,hip_rotation_moment,-3.299863019,4.374114724,-7.673977743
FAILT08,FAILT08_SDP08,sdp,pivot,lumbar_extension_moment,40.20156563,40.55528389,-0.35371826
FAILT08,FAILT08_SDP08,sdp,pivot,lumbar_bending_moment,6.400184967,12.63851752,-6.238332551
FAILT08,FAILT08_SDP08,sdp,pivot,lumbar_rotation_moment,0.633975608,7.534933108,-6.9009575
FAILT08,FAILT08_SDP08,sdp,pivot,knee_angle_moment,20.28353438,26.84645466,-6.562920282
FAILT08,FAILT08_SDP08,sdp,pivot,arm_flex_moment,6.262561437,6.262561437,0
FAILT08,FAILT08_SDP08,sdp,pivot,arm_add_moment,7.43588186,7.43588186,0
FAILT08,FAILT08_SDP08,sdp,pivot,arm_rot_moment,-2.101877535,0,-2.101877535
FAILT08,FAILT08_SDP08,sdp,pivot,ankle_angle_moment,-52.9547507,0.91827173,-53.87302243
FAILT08,FAILT08_SDP08,sdp,pivot,elbow_flex_moment,4.194017745,4.194017745,0
FAILT08,FAILT08_SDP08,sdp,pivot,subtalar_angle_moment,13.10773662,13.39128505,-0.28354843
